"(0,2]"	376
"(2,4]"	70
"(4,6]"	21
"(6,8]"	18
"(8,10]"	13
"(10,12]"	16
"(12,14]"	5
"(14,16]"	1
"(16,18]"	18
"(18,20]"	2
"(20,22]"	2
"(22,24]"	25
"(24,26]"	0
"(26,28]"	1
"(28,30]"	4
"(30,32]"	0
"(32,34]"	3
"(34,36]"	1
"(36,38]"	0
