"(0,1]"	391
"(1,2]"	127
"(2,3]"	25
"(3,4]"	6
"(4,5]"	3
"(5,6]"	8
"(6,7]"	9
"(7,8]"	4
"(8,9]"	0
"(9,10]"	0
"(10,11]"	0
"(11,12]"	0
"(12,13]"	1
"(13,14]"	1
"(14,15]"	1
"(15,16]"	0
