"(0,50]"	220
"(50,100]"	164
"(100,150]"	48
"(150,200]"	0
"(200,250]"	32
"(250,300]"	0
"(300,350]"	32
"(350,400]"	0
"(400,450]"	16
"(450,500]"	16
"(500,550]"	0
"(550,600]"	16
"(600,650]"	0
"(650,700]"	0
"(700,750]"	16
"(750,800]"	0
"(800,850]"	15
"(850,900]"	1
"(900,950]"	0
